Product_id,Review_rating,clean_review,Sentiment
7, 1.0 out of 5 stars, refund or change,Positive
7, 4.0 out of 5 stars, this shoes are really good for casual ware ,Positive
7, 5.0 out of 5 stars, comfort,Negative
7, 4.0 out of 5 stars, got one,Positive
7, 2.0 out of 5 stars, poor quality,Negative
7, 5.0 out of 5 stars, a good product for this price,Positive
7, 4.0 out of 5 stars, good quality but the seller have to improve their serviceas i got wrong shoe number,Negative
7, 3.0 out of 5 stars, the soul of the shoes is not what it looks like in the photo,Positive
7, 1.0 out of 5 stars, product not as described and vpoor quality,Positive
8,1.0 out of 5 stars,think twice before ordering amazon,Negative
8, 1.0 out of 5 stars, very poor product dont buy it,Negative
8, 5.0 out of 5 stars, thank you knoos and amazon,Negative
8, 1.0 out of 5 stars, not at all a good product,Positive
8, 5.0 out of 5 stars, ossm products buy it without thinking,Positive
8, 5.0 out of 5 stars, nice shoesfits as expectedvalue for money,Positive
8, 1.0 out of 5 stars, worst worst worst,Negative
8, 3.0 out of 5 stars, can get better stuff for this price,Negative
8, 1.0 out of 5 stars, poor quality,Negative
8, 1.0 out of 5 stars, buy only if you like low quality shoes,Positive
9,5.0 out of 5 stars,material is good and comfortable nice product,Negative
9, 5.0 out of 5 stars, comffotable fit,Positive
9, 5.0 out of 5 stars, superb quality,Positive
9, 4.0 out of 5 stars, worth for money,Negative
9, 5.0 out of 5 stars, quality,Negative
9, 5.0 out of 5 stars, very comfort,Negative
9, 5.0 out of 5 stars, yah product mujhe bahut achcha,Positive
9, 4.0 out of 5 stars, good,Negative
9, 5.0 out of 5 stars, best in bata at this range,Positive
9, 4.0 out of 5 stars, nice,Negative
10,5.0 out of 5 stars,its nice and very comfortable,Positive
10, 1.0 out of 5 stars, how can you cheat with customer you erase size number back side of shoes,Negative
11,5.0 out of 5 stars,great looking shoes i like it,Negative
11, 1.0 out of 5 stars, total fake,Negative
11, 5.0 out of 5 stars, feedback,Positive
11, 1.0 out of 5 stars, disappointed,Negative
11, 3.0 out of 5 stars, below average product,Negative
11, 1.0 out of 5 stars, pathetic product  never buy,Negative
11, 1.0 out of 5 stars, product shown in the website is totally different than what i received,Positive
11, 1.0 out of 5 stars, dont buy,Negative
11, 2.0 out of 5 stars, poor quality,Positive
11, 2.0 out of 5 stars, worst packaging size doesnt fits well,Negative
12,3.0 out of 5 stars,average quality you can buy if you want to try white shoes in budget,Negative
12, 4.0 out of 5 stars, product is not very good but good,Negative
12, 5.0 out of 5 stars, very comfortable,Negative
12, 5.0 out of 5 stars, superb product,Positive
12, 4.0 out of 5 stars, nice product,Positive
12, 5.0 out of 5 stars, best at this price,Positive
12, 4.0 out of 5 stars, niceee,Negative
13,1.0 out of 5 stars,please dont buy,Positive
13, 5.0 out of 5 stars, this shoes are very light weighted,Positive
14,5.0 out of 5 stars, no hai bhai  love it,Positive
14, 5.0 out of 5 stars, really awesome,Positive
14, 5.0 out of 5 stars, excellent sneakers,Positive
14, 5.0 out of 5 stars, chep and best,Positive
14, 5.0 out of 5 stars, kraasa is the best as per quality fit  comfort,Negative
14, 1.0 out of 5 stars, not worth the price,Negative
14, 1.0 out of 5 stars, dont buy pathetic,Negative
14, 3.0 out of 5 stars, a complete review of the shoe after its use,Positive
14, 3.0 out of 5 stars, gud for price,Positive
14, 4.0 out of 5 stars, satisfying at this price,Negative
15,2.0 out of 5 stars,nice shose but defctive material send me,Negative
15, 1.0 out of 5 stars, bad quality,Positive
15, 5.0 out of 5 stars, awesome shoes,Positive
15, 2.0 out of 5 stars, i dont like thik,Negative
15, 1.0 out of 5 stars, very very disastrous quality,Positive
15, 5.0 out of 5 stars, nice shoes,Positive
15, 2.0 out of 5 stars, hard top,Positive
15, 1.0 out of 5 stars, bad quantity,Negative
15, 1.0 out of 5 stars, very bad quality product dont buy,Positive
15, 5.0 out of 5 stars, junaid khan,Positive
16,1.0 out of 5 stars,poor build quality avoid it,Positive
16, 5.0 out of 5 stars, my views,Negative
16, 4.0 out of 5 stars, use and throw product,Positive
16, 5.0 out of 5 stars, value for money,Positive
16, 5.0 out of 5 stars, budget loafer for mens,Negative
16, 5.0 out of 5 stars, awesome product ,Negative
16, 4.0 out of 5 stars, kinda ok for specific purpose,Positive
16, 5.0 out of 5 stars, good product,Negative
16, 5.0 out of 5 stars, paisa vasul product,Negative
16, 4.0 out of 5 stars, elegance with economy,Negative
17,1.0 out of 5 stars,qualityis bad,Negative
17, 5.0 out of 5 stars, best according to price,Negative
17, 4.0 out of 5 stars, best for this price,Positive
17, 1.0 out of 5 stars, wrost product and so high price,Positive
17, 3.0 out of 5 stars, pasting not good,Negative
17, 4.0 out of 5 stars, price wise its good,Positive
17, 5.0 out of 5 stars, before buying just read the comments,Positive
17, 5.0 out of 5 stars, attractive,Negative
17, 3.0 out of 5 stars, must buy value for money,Positive
17, 3.0 out of 5 stars, review,Positive
18,1.0 out of 5 stars,quality is not good  and size is not ok delivered,Negative
18, 5.0 out of 5 stars, on time delivered,Negative
18, 5.0 out of 5 stars, worthy product,Negative
18, 4.0 out of 5 stars, this quality is very good ,Positive
18, 4.0 out of 5 stars, shoes,Positive
18, 1.0 out of 5 stars, poor quality,Positive
18, 1.0 out of 5 stars, bad products,Negative
18, 1.0 out of 5 stars, very waste,Positive
18, 3.0 out of 5 stars, quality,Positive
19,5.0 out of 5 stars,its good product in budget,Positive
19, 4.0 out of 5 stars, nice quality ,Negative
19, 4.0 out of 5 stars, good,Positive
19, 5.0 out of 5 stars, too good,Positive
20,3.0 out of 5 stars,looking good but product is not so good,Negative
20, 2.0 out of 5 stars, wrost product ,Positive
20, 5.0 out of 5 stars, excellent,Positive
20, 5.0 out of 5 stars, recommended,Positive
20, 4.0 out of 5 stars, its nice,Negative
20, 5.0 out of 5 stars, nice  product,Negative
20, 4.0 out of 5 stars, nice colours,Negative
20, 1.0 out of 5 stars, extra low quality shoes,Positive
20, 5.0 out of 5 stars, good product value of money,Positive
20, 5.0 out of 5 stars, worth it,Negative
21,5.0 out of 5 stars,buy one size less than your normal size,Positive
21, 5.0 out of 5 stars, paisa wasool ,Negative
21, 5.0 out of 5 stars, superb,Positive
21, 1.0 out of 5 stars, too much offence to bought this product,Positive
21, 4.0 out of 5 stars, perfect fit and good matetial,Positive
21, 1.0 out of 5 stars, foot wear not worth,Negative
21, 5.0 out of 5 stars, bata rainy shies,Negative
21, 4.0 out of 5 stars, go for it,Negative
21, 3.0 out of 5 stars, buy one size small,Negative
21, 4.0 out of 5 stars, very comfortable,Negative
22,3.0 out of 5 stars,low cost but not upto my expectations,Positive
22, 5.0 out of 5 stars, best product for its price and quality,Positive
22, 5.0 out of 5 stars, excellent value for money,Negative
22, 5.0 out of 5 stars, classy flip flops in cheap rate,Positive
22, 5.0 out of 5 stars, cheap decent slippers,Negative
22, 1.0 out of 5 stars,  star received damaged pair  stars for the product,Negative
22, 2.0 out of 5 stars, very bad product after being amazons choice,Negative
22, 4.0 out of 5 stars, regular user home,Positive
22, 4.0 out of 5 stars, extra lasting  long lasting but not everlasting,Positive
22, 5.0 out of 5 stars, good for rough and tough use,Positive
23,2.0 out of 5 stars,this is copy not original aqualite,Positive
23, 4.0 out of 5 stars, comfort  light weight,Negative
23, 4.0 out of 5 stars, does the job,Negative
23, 5.0 out of 5 stars, very nice product,Positive
23, 3.0 out of 5 stars, ok bad ok,Positive
23, 3.0 out of 5 stars, haa thek hi h ok ok,Positive
23, 2.0 out of 5 stars, unequal sole thickness of the sandal,Negative
23, 1.0 out of 5 stars, pathetic,Positive
23, 4.0 out of 5 stars, good product,Negative
23, 5.0 out of 5 stars, value for money,Negative
24,5.0 out of 5 stars,i like it,Positive
24, 5.0 out of 5 stars, for regular use and economic,Negative
24, 5.0 out of 5 stars, good,Positive
24, 5.0 out of 5 stars, comfortable,Positive
24, 1.0 out of 5 stars, rate,Negative
24, 1.0 out of 5 stars, its not long lasting,Positive
25,1.0 out of 5 stars,cheap price cheap quality didnt last  days,Positive
25, 5.0 out of 5 stars, elegant and lightweight,Negative
25, 4.0 out of 5 stars, service is good so far,Negative
25, 4.0 out of 5 stars, fit,Positive
26,5.0 out of 5 stars,value for money,Negative
27,1.0 out of 5 stars,user review,Positive
27, 5.0 out of 5 stars, totally worthy product  i loved it,Positive
28,1.0 out of 5 stars,not satisfied,Negative
28, 1.0 out of 5 stars, not worth the money,Positive
28, 2.0 out of 5 stars,    ,Positive
28, 2.0 out of 5 stars, okay but hard sole,Negative
28, 1.0 out of 5 stars, pathetic shoe uncomfortable,Positive
28, 1.0 out of 5 stars, uncomfortable cheap  forgettable,Positive
28, 1.0 out of 5 stars, dont buy,Negative
28, 2.0 out of 5 stars, its not comfortable,Negative
28, 2.0 out of 5 stars, third class product dont buy waste of money,Positive
28, 4.0 out of 5 stars, nice product,Negative
29,5.0 out of 5 stars,centrino is a brand you can trust,Negative
29, 3.0 out of 5 stars, im not disappointed,Negative
29, 3.0 out of 5 stars, ok ok,Negative
29, 1.0 out of 5 stars, very poor quality dont buy,Positive
29, 1.0 out of 5 stars, replacement policy,Positive
29, 5.0 out of 5 stars, very nice pair of shoe,Negative
29, 4.0 out of 5 stars, centrino mens formal shoes,Negative
29, 5.0 out of 5 stars, great product at a budget price,Negative
29, 3.0 out of 5 stars, good looking shoes size is awkwardly long,Negative
29, 5.0 out of 5 stars, great one,Negative
30,5.0 out of 5 stars,great style shoes  must buy ,Negative
30, 5.0 out of 5 stars, best at ,Negative
30, 4.0 out of 5 stars, good one,Positive
30, 5.0 out of 5 stars, undoubtedly one of the best from sparx,Positive
30, 4.0 out of 5 stars, such a beauty,Negative
30, 5.0 out of 5 stars, quality product,Positive
30, 4.0 out of 5 stars, nice sneaker,Positive
30, 1.0 out of 5 stars, not satisfied,Negative
30, 5.0 out of 5 stars, thank you amazon,Negative
30, 5.0 out of 5 stars, best in this price,Positive
31,5.0 out of 5 stars,happy with the product,Negative
31, 5.0 out of 5 stars, mind blowing,Negative
31, 4.0 out of 5 stars, good,Negative
31, 5.0 out of 5 stars, must buy,Positive
31, 4.0 out of 5 stars, durable,Positive
31, 2.0 out of 5 stars, product r not original air,Positive
31, 3.0 out of 5 stars, shoes reviews,Positive
31, 3.0 out of 5 stars, value for money,Positive
31, 4.0 out of 5 stars, light and strong,Positive
31, 2.0 out of 5 stars, good,Negative
32,5.0 out of 5 stars,comfy ,Negative
33,1.0 out of 5 stars,very bad,Positive
33, 5.0 out of 5 stars, gd,Negative
33, 5.0 out of 5 stars, good shoes,Positive
33, 2.0 out of 5 stars, quality not as expected,Negative
33, 5.0 out of 5 stars, good product,Positive
33, 4.0 out of 5 stars, nice product,Negative
33, 2.0 out of 5 stars, quality not as expected,Positive
33, 3.0 out of 5 stars, okay but not value for money ,Negative
33, 4.0 out of 5 stars, this is,Negative
33, 1.0 out of 5 stars, bad quality,Positive
34,3.0 out of 5 stars,average,Positive
34, 5.0 out of 5 stars, nice shoes good build quality,Negative
35,1.0 out of 5 stars,waste of money,Negative
35, 4.0 out of 5 stars, product is so so,Positive
35, 5.0 out of 5 stars, comfortable and adorable,Positive
35, 1.0 out of 5 stars, wrost quility,Positive
35, 3.0 out of 5 stars, average as per price finishing not good,Negative
35, 3.0 out of 5 stars, kraasa shoes for rough use,Positive
35, 5.0 out of 5 stars, superb,Positive
35, 4.0 out of 5 stars, it could have been betteroverall good,Negative
35, 2.0 out of 5 stars, bad quality sole,Negative
35, 1.0 out of 5 stars, sole quality  very bad  damaged in  months,Negative
36,1.0 out of 5 stars,hardly  month lasts poor performance,Negative
36, 4.0 out of 5 stars, awesome product,Negative
36, 5.0 out of 5 stars, very good product as a price and size to fit or mattel quality also good,Negative
36, 3.0 out of 5 stars, can buy this item as per price,Negative
36, 5.0 out of 5 stars, awesome,Negative
36, 4.0 out of 5 stars, low price and good quality,Negative
36, 5.0 out of 5 stars, suppar,Positive
36, 3.0 out of 5 stars, good,Negative
36, 4.0 out of 5 stars, okh product,Negative
36, 5.0 out of 5 stars, honest review ,Positive
37,4.0 out of 5 stars,shoe quality,Positive
38,4.0 out of 5 stars,avg looking avg quality,Positive
38, 5.0 out of 5 stars, excellent,Positive
38, 4.0 out of 5 stars, quality product,Negative
38, 3.0 out of 5 stars, nice products,Negative
38, 1.0 out of 5 stars, quality of product is very bad if it possible i want to return it and return my money back,Negative
38, 4.0 out of 5 stars, true reviews of these shows  should you buy it or not ,Negative
38, 3.0 out of 5 stars, good shoes with comfort support,Positive
38, 5.0 out of 5 stars, great product,Negative
38, 1.0 out of 5 stars, box is open,Positive
38, 5.0 out of 5 stars, good product  stylelure mens black formal shoes,Negative
39,4.0 out of 5 stars,good,Positive
39, 5.0 out of 5 stars, worth my money,Negative
39, 3.0 out of 5 stars, disappointed,Positive
39, 1.0 out of 5 stars, one star,Negative
39, 4.0 out of 5 stars, good product,Positive
39, 1.0 out of 5 stars, very low quality,Negative
39, 2.0 out of 5 stars, bad,Negative
39, 1.0 out of 5 stars, too bad is the souel,Positive
39, 1.0 out of 5 stars, wrong information provided by the seller,Negative
39, 5.0 out of 5 stars, very comfy,Positive
40,5.0 out of 5 stars,way more better than so called brand definately go for it,Negative
40, 1.0 out of 5 stars, worst ever product,Negative
40, 1.0 out of 5 stars, if you go for cheap then you will end with  money lost,Negative
40, 5.0 out of 5 stars, shoes are really good and comfortable,Negative
40, 4.0 out of 5 stars, softness,Positive
40, 5.0 out of 5 stars, even in brands like nike puma,Positive
40, 1.0 out of 5 stars, quality is bad,Positive
40, 3.0 out of 5 stars, very average product may be just okok at the price,Positive
40, 5.0 out of 5 stars, quality as per price,Positive
40, 5.0 out of 5 stars, comfortable and light weight shoes,Negative
41,4.0 out of 5 stars,worth the money order one size up,Positive
41, 3.0 out of 5 stars, good,Positive
42,1.0 out of 5 stars,not at worth to buy,Positive
42, 1.0 out of 5 stars, not as expected,Positive
42, 1.0 out of 5 stars, cheap quality,Negative
42, 1.0 out of 5 stars, worse,Negative
42, 4.0 out of 5 stars, wroth,Positive
42, 1.0 out of 5 stars, left foot  size didnt matched with the right foot,Positive
42, 4.0 out of 5 stars, good product,Positive
42, 4.0 out of 5 stars, review of the product,Positive
42, 5.0 out of 5 stars, simple safe,Positive
42, 3.0 out of 5 stars, completely different colour and size,Negative
43,2.0 out of 5 stars,quality of the product is very low,Negative
43, 1.0 out of 5 stars, vest of money,Positive
43, 1.0 out of 5 stars, unsatisfied,Negative
43, 1.0 out of 5 stars, wastes of time and money so please improve your quality,Positive
43, 1.0 out of 5 stars, there is spot,Negative
43, 1.0 out of 5 stars, shoes is not fit,Negative
43, 1.0 out of 5 stars, bad product,Positive
43, 1.0 out of 5 stars, it is very bad,Negative
43, 1.0 out of 5 stars, plz give the better quality i want chang this shose,Negative
43, 1.0 out of 5 stars, change the size,Positive
44,4.0 out of 5 stars,size issue and tight when used with socks,Positive
44, 5.0 out of 5 stars, amazing for its price,Positive
44, 4.0 out of 5 stars, good go for it,Positive
44, 1.0 out of 5 stars, not even ,Positive
44, 5.0 out of 5 stars, great comfortable office shoe,Negative
44, 4.0 out of 5 stars, fraud seller,Negative
44, 5.0 out of 5 stars, good rubber shoes to use in rain,Negative
44, 5.0 out of 5 stars, excellent at this price range,Positive
44, 4.0 out of 5 stars, excellent product,Negative
44, 5.0 out of 5 stars, wonderful and excellent shoes ,Positive
45,4.0 out of 5 stars,good for smooth users and not gud for rough users,Negative
45, 5.0 out of 5 stars, outstanding products,Negative
45, 4.0 out of 5 stars, nice shoes,Negative
45, 5.0 out of 5 stars, ,Negative
45, 4.0 out of 5 stars, value for money,Positive
45, 4.0 out of 5 stars, nice,Positive
45, 2.0 out of 5 stars, not good,Positive
45, 2.0 out of 5 stars, sole,Positive
45, 1.0 out of 5 stars, waste product,Positive
45, 2.0 out of 5 stars, do not buy weastage of money,Negative
46,5.0 out of 5 stars,beautiful shoes ,Positive
46, 4.0 out of 5 stars, very good product but logo has comeout within  months,Positive
46, 4.0 out of 5 stars, worth for the money spent,Negative
46, 5.0 out of 5 stars, best quality as expected from bata,Negative
46, 5.0 out of 5 stars, shoe for walkers,Positive
46, 5.0 out of 5 stars, fit,Negative
46, 3.0 out of 5 stars, size is good,Positive
46, 1.0 out of 5 stars, cushion is very very poor uncomfortable,Positive
46, 1.0 out of 5 stars, price,Positive
46, 1.0 out of 5 stars, very much disappointed ,Negative
47,5.0 out of 5 stars,very good product,Negative
47, 5.0 out of 5 stars, good,Negative
47, 5.0 out of 5 stars, value for money,Positive
47, 3.0 out of 5 stars, okay product with a fundamental flaw ,Negative
47, 3.0 out of 5 stars, economical shoes for walking gym not running or jumpingrecommended,Positive
47, 1.0 out of 5 stars, dont trust the size of what they write on their page,Negative
47, 2.0 out of 5 stars, not worth for money,Negative
47, 3.0 out of 5 stars, okay product but runs small for size,Negative
47, 1.0 out of 5 stars, for improvement in size and quality,Positive
47, 4.0 out of 5 stars, its good,Positive
48,3.0 out of 5 stars,got a different brand,Negative
48, 1.0 out of 5 stars, pls give me my order,Negative
48, 5.0 out of 5 stars, value for money ,Positive
48, 5.0 out of 5 stars, amazon should change name of product from sparx to relaxo,Negative
48, 5.0 out of 5 stars, go for it,Negative
48, 5.0 out of 5 stars, wear them without caring about world but your feet,Negative
48, 4.0 out of 5 stars, great and compatible shoes must buy,Negative
48, 5.0 out of 5 stars, nice ,Negative
48, 1.0 out of 5 stars, different brand delivered but value for money,Negative
48, 5.0 out of 5 stars, good product thanks amazon ,Positive
49,4.0 out of 5 stars,go for it,Positive
49, 3.0 out of 5 stars, awesome,Negative
49, 4.0 out of 5 stars, washable shoes at reasonable price,Positive
49, 4.0 out of 5 stars, fine product  a reasonable rate,Negative
49, 4.0 out of 5 stars, good looking shoe at low price,Negative
49, 2.0 out of 5 stars, very thin sole,Negative
49, 4.0 out of 5 stars, smart  economical,Positive
49, 5.0 out of 5 stars, beautiful looks very durable attractive price,Positive
49, 1.0 out of 5 stars, the sole is too thin,Negative
49, 5.0 out of 5 stars, awesome product,Positive
50,3.0 out of 5 stars,not very comfortable the bottom is hard,Negative
50, 4.0 out of 5 stars, dipesh katara,Positive
51,5.0 out of 5 stars,nice product,Negative
51, 1.0 out of 5 stars, dont order at all,Negative
51, 1.0 out of 5 stars, not good,Negative
51, 4.0 out of 5 stars, good,Positive
52,2.0 out of 5 stars,,Positive
52, 1.0 out of 5 stars, different model they have sent,Positive
52, 5.0 out of 5 stars, size,Negative
52, 4.0 out of 5 stars, very good product and design,Negative
52, 4.0 out of 5 stars, satisfied,Positive
52, 5.0 out of 5 stars, perfect perfect perfect,Negative
52, 4.0 out of 5 stars, nice product,Negative
52, 1.0 out of 5 stars, worst product,Positive
52, 2.0 out of 5 stars, good,Positive
52, 5.0 out of 5 stars, very good,Positive
53,1.0 out of 5 stars,problem,Negative
53, 3.0 out of 5 stars, insole pads are just the worst neither size or shape,Positive
53, 1.0 out of 5 stars, not bad,Positive
53, 1.0 out of 5 stars, please exchange shoe required no,Negative
53, 1.0 out of 5 stars, poor quality and different shoes deliverd,Positive
53, 2.0 out of 5 stars, dont buy,Negative
53, 4.0 out of 5 stars, nice product but in cheap price,Positive
53, 3.0 out of 5 stars, first shoes is same but second shoes is different type but better ,Positive
53, 5.0 out of 5 stars, nice,Negative
53, 4.0 out of 5 stars, its good,Positive
54,1.0 out of 5 stars,a genuine review not worth buying,Positive
54, 5.0 out of 5 stars, light weight comfortable and stylish,Positive
54, 5.0 out of 5 stars, quality assured product,Negative
54, 1.0 out of 5 stars, horrible  day shoe,Negative
54, 4.0 out of 5 stars, wow product ,Negative
54, 5.0 out of 5 stars, awesome product,Positive
54, 4.0 out of 5 stars, bang on bucks,Positive
54, 4.0 out of 5 stars, comfy light weight nice pair of shoes,Positive
54, 5.0 out of 5 stars, value for money,Positive
54, 1.0 out of 5 stars, everything is wrong,Positive
55,1.0 out of 5 stars,poor quality,Negative
56,5.0 out of 5 stars,awesome purchase,Negative
56, 4.0 out of 5 stars, good in looks but little hard from inside,Positive
56, 4.0 out of 5 stars, good product,Positive
56, 5.0 out of 5 stars, supper,Negative
56, 5.0 out of 5 stars, good,Positive
57,1.0 out of 5 stars,do not buy,Negative
57, 5.0 out of 5 stars, excellent pair of sleepers received from the supplier,Positive
57, 5.0 out of 5 stars, cheap and best,Positive
57, 5.0 out of 5 stars, top quality best price far better than other brand,Positive
57, 5.0 out of 5 stars, quality and durability,Negative
57, 5.0 out of 5 stars, great chappals,Negative
57, 2.0 out of 5 stars, relaxo mens house slipper,Negative
57, 3.0 out of 5 stars, value for the money but pain in the foot,Negative
57, 3.0 out of 5 stars, accupressure anyone,Positive
57, 1.0 out of 5 stars, received a bag instead of slippers,Negative
58,1.0 out of 5 stars,cheap quality,Positive
58, 4.0 out of 5 stars, good very nyc,Negative
58, 4.0 out of 5 stars, order extra size,Positive
58, 1.0 out of 5 stars, worst quality of shoes,Negative
58, 1.0 out of 5 stars, bad and not upto mark,Positive
58, 1.0 out of 5 stars, money waste product hai,Positive
58, 5.0 out of 5 stars, nice one,Negative
58, 1.0 out of 5 stars, dont buy this product local quality,Negative
58, 1.0 out of 5 stars, change,Negative
58, 1.0 out of 5 stars, quality,Positive
59,5.0 out of 5 stars,worth,Negative
59, 4.0 out of 5 stars, very good item,Negative
59, 5.0 out of 5 stars, very very good product,Negative
60,5.0 out of 5 stars,best for casual wear,Negative
60, 4.0 out of 5 stars, value for money,Negative
60, 5.0 out of 5 stars, size uk,Positive
60, 5.0 out of 5 stars, good product  go for it,Positive
60, 1.0 out of 5 stars, product is too bad totaly wastage of money,Positive
60, 3.0 out of 5 stars, this boot is very nice,Positive
60, 2.0 out of 5 stars, not good,Negative
60, 1.0 out of 5 stars, sorry,Negative
60, 1.0 out of 5 stars, please dont by,Negative
60, 2.0 out of 5 stars, nothing,Negative
61,5.0 out of 5 stars,totally worthy product i loved it,Negative
61, 5.0 out of 5 stars, very comfortable to use,Positive
61, 5.0 out of 5 stars, go for it,Positive
61, 5.0 out of 5 stars, best for me,Positive
61, 5.0 out of 5 stars, delightful,Negative
61, 5.0 out of 5 stars, nice fit,Positive
61, 1.0 out of 5 stars, poor quality,Negative
61, 5.0 out of 5 stars, amazing shoes,Negative
61, 5.0 out of 5 stars, amazing experience,Negative
61, 5.0 out of 5 stars, comfortable shoes,Negative
62,3.0 out of 5 stars,quality not as good as in pictures,Negative
62, 1.0 out of 5 stars, dont buy,Negative
62, 5.0 out of 5 stars, rd time replacement without box packing but condition is good,Negative
62, 5.0 out of 5 stars, really good for a rainy day,Negative
62, 4.0 out of 5 stars, worth to buy it,Negative
62, 4.0 out of 5 stars, ok ok,Negative
62, 1.0 out of 5 stars, overall good,Negative
62, 4.0 out of 5 stars, worth buying,Negative
62, 5.0 out of 5 stars, best quality with best price,Negative
62, 5.0 out of 5 stars, sorry,Positive
63,4.0 out of 5 stars,amazing,Positive
63, 1.0 out of 5 stars, low product,Positive
63, 1.0 out of 5 stars, service is not good,Negative
63, 5.0 out of 5 stars, look very awesome shoes fit as expected,Positive
63, 2.0 out of 5 stars, not comfortable,Positive
63, 3.0 out of 5 stars, shoes display is different from which i got,Positive
63, 2.0 out of 5 stars, mostly of you can afford more than the price of this shoe go for others,Negative
63, 1.0 out of 5 stars, waste of money,Negative
63, 5.0 out of 5 stars, good,Negative
63, 5.0 out of 5 stars, good and colour is as per the pic,Positive
64,4.0 out of 5 stars,expensive,Negative
64, 1.0 out of 5 stars, dreadful experience,Negative
64, 5.0 out of 5 stars, unbelievably great,Positive
64, 5.0 out of 5 stars, as expected good quality and petent is shinning,Negative
64, 2.0 out of 5 stars, not good as expected ,Positive
64, 5.0 out of 5 stars, good looking,Positive
64, 4.0 out of 5 stars, good,Negative
64, 4.0 out of 5 stars, good as expected,Negative
64, 5.0 out of 5 stars, perfect for party wear,Negative
64, 5.0 out of 5 stars, star,Positive
65,1.0 out of 5 stars,left leg shoes is perfect but the another one is small,Negative
65, 4.0 out of 5 stars, stylish look good material in rs,Positive
65, 5.0 out of 5 stars, nice to fit,Negative
66,1.0 out of 5 stars,defective item,Negative
66, 4.0 out of 5 stars, the product is a must for people with cast,Negative
66, 1.0 out of 5 stars,  known brand in this filed but i had a bad experience by buying from amazon,Negative
66, 4.0 out of 5 stars, good to go,Negative
66, 5.0 out of 5 stars, great product if you have cast for long time   days or greater ,Positive
66, 1.0 out of 5 stars, refund still not processed,Negative
66, 1.0 out of 5 stars, flexible your exchage policy atleast for this product,Positive
66, 5.0 out of 5 stars, great support for your injured leg in cast,Positive
66, 5.0 out of 5 stars, ok,Negative
66, 4.0 out of 5 stars, worth buying,Negative
67,1.0 out of 5 stars,defective product in second time as well,Negative
67, 5.0 out of 5 stars, good,Positive
68,5.0 out of 5 stars,very comfortable stylish and light shoes at an affordable price,Negative
68, 2.0 out of 5 stars, not now,Positive
68, 5.0 out of 5 stars, recommended,Negative
68, 5.0 out of 5 stars, very good product,Negative
