Product_id,Review_count,Average_sentiment
979,10,0.5
987,10,0.5
992,10,0.5
998,10,0.5
999,10,0.5
1007,10,0.5
1013,10,0.5
1021,10,0.5
1028,10,0.5
1032,10,0.5
1049,10,0.5
1050,10,0.5
1073,10,0.5
1077,10,0.5
1089,10,0.5
1125,10,0.5
1128,10,0.5
1134,10,0.5
1141,10,0.5
1147,10,0.5
1159,10,0.5
1163,10,0.5
1166,10,0.5
1180,10,0.5
1195,10,0.5
1199,10,0.5
1200,10,0.5
1206,10,0.5
1207,10,0.5
1208,10,0.5
1211,10,0.5
1219,10,0.5
1229,10,0.5
2,10,0.4
3,10,0.4
6,10,0.4
8,10,0.4
9,10,0.4
16,10,0.4
21,10,0.4
38,10,0.4
43,10,0.4
47,10,0.4
57,10,0.4
60,10,0.4
61,10,0.4
64,10,0.4
81,10,0.4
85,10,0.4
87,10,0.4
89,10,0.4
90,10,0.4
100,10,0.4
102,10,0.4
104,10,0.4
105,10,0.4
111,10,0.4
119,10,0.4
127,10,0.4
130,10,0.4
133,10,0.4
134,10,0.4
139,10,0.4
156,10,0.4
157,10,0.4
181,10,0.4
190,10,0.4
192,10,0.4
193,10,0.4
195,10,0.4
198,10,0.4
219,10,0.4
230,10,0.4
234,10,0.4
237,10,0.4
238,10,0.4
244,10,0.4
245,10,0.4
246,10,0.4
248,10,0.4
251,10,0.4
252,10,0.4
253,10,0.4
266,10,0.4
281,10,0.4
293,10,0.4
311,10,0.4
315,10,0.4
318,10,0.4
322,10,0.4
324,10,0.4
342,10,0.4
346,10,0.4
349,10,0.4
358,10,0.4
366,10,0.4
380,10,0.4
382,10,0.4
387,10,0.4
405,10,0.4
407,10,0.4
409,10,0.4
417,10,0.4
424,10,0.4
428,10,0.4
429,10,0.4
434,10,0.4
435,10,0.4
438,10,0.4
446,10,0.4
448,10,0.4
452,10,0.4
453,10,0.4
467,10,0.4
477,10,0.4
478,10,0.4
487,10,0.4
491,10,0.4
492,10,0.4
510,10,0.4
517,10,0.4
520,10,0.4
541,10,0.4
545,10,0.4
548,10,0.4
552,10,0.4
558,10,0.4
564,10,0.4
579,10,0.4
586,10,0.4
588,10,0.4
601,10,0.4
606,10,0.4
616,10,0.4
618,10,0.4
623,10,0.4
630,10,0.4
651,10,0.4
652,10,0.4
672,10,0.4
673,10,0.4
685,10,0.4
700,10,0.4
709,10,0.4
715,10,0.4
737,10,0.4
739,10,0.4
742,10,0.4
750,10,0.4
755,10,0.4
759,10,0.4
774,10,0.4
776,10,0.4
786,10,0.4
821,10,0.4
857,10,0.4
858,10,0.4
861,10,0.4
869,10,0.4
882,10,0.4
884,10,0.4
887,10,0.4
908,10,0.4
915,10,0.4
921,10,0.4
922,10,0.4
924,10,0.4
925,10,0.4
927,10,0.4
933,10,0.4
937,10,0.4
953,10,0.4
964,10,0.4
981,10,0.4
997,10,0.4
1003,10,0.4
1011,10,0.4
1024,10,0.4
1057,10,0.4
1058,10,0.4
1069,10,0.4
1071,10,0.4
1075,10,0.4
1081,10,0.4
1092,10,0.4
1101,10,0.4
1119,10,0.4
1120,10,0.4
1123,10,0.4
1137,10,0.4
1143,10,0.4
1146,10,0.4
1148,10,0.4
1152,10,0.4
1161,10,0.4
1168,10,0.4
1173,10,0.4
1181,10,0.4
1183,10,0.4
1187,10,0.4
1196,10,0.4
1197,10,0.4
1198,10,0.4
1214,10,0.4
1215,10,0.4
1220,10,0.4
1221,10,0.4
1226,10,0.4
11,10,0.3
66,10,0.3
70,10,0.3
78,10,0.3
125,10,0.3
129,10,0.3
136,10,0.3
141,10,0.3
144,10,0.3
176,10,0.3
185,10,0.3
200,10,0.3
229,10,0.3
249,10,0.3
261,10,0.3
272,10,0.3
273,10,0.3
277,10,0.3
296,10,0.3
302,10,0.3
304,10,0.3
316,10,0.3
323,10,0.3
341,10,0.3
355,10,0.3
360,10,0.3
361,10,0.3
389,10,0.3
397,10,0.3
399,10,0.3
413,10,0.3
415,10,0.3
427,10,0.3
430,10,0.3
443,10,0.3
457,10,0.3
466,10,0.3
473,10,0.3
476,10,0.3
483,10,0.3
484,10,0.3
500,10,0.3
503,10,0.3
525,10,0.3
533,10,0.3
566,10,0.3
573,10,0.3
576,10,0.3
580,10,0.3
582,10,0.3
595,10,0.3
597,10,0.3
615,10,0.3
624,10,0.3
637,10,0.3
639,10,0.3
646,10,0.3
656,10,0.3
661,10,0.3
681,10,0.3
689,10,0.3
693,10,0.3
699,10,0.3
710,10,0.3
713,10,0.3
733,10,0.3
735,10,0.3
741,10,0.3
746,10,0.3
778,10,0.3
799,10,0.3
824,10,0.3
841,10,0.3
847,10,0.3
855,10,0.3
864,10,0.3
880,10,0.3
885,10,0.3
886,10,0.3
905,10,0.3
931,10,0.3
935,10,0.3
957,10,0.3
963,10,0.3
967,10,0.3
968,10,0.3
973,10,0.3
985,10,0.3
990,10,0.3
1006,10,0.3
1040,10,0.3
1047,10,0.3
1093,10,0.3
1104,10,0.3
1111,10,0.3
1130,10,0.3
1150,10,0.3
1162,10,0.3
1190,10,0.3
1202,10,0.3
1213,10,0.3
1216,10,0.3
1224,10,0.3
29,10,0.2
36,10,0.2
48,10,0.2
117,10,0.2
165,10,0.2
226,10,0.2
274,10,0.2
275,10,0.2
278,10,0.2
292,10,0.2
329,10,0.2
338,10,0.2
356,10,0.2
369,10,0.2
396,10,0.2
425,10,0.2
458,10,0.2
460,10,0.2
462,10,0.2
463,10,0.2
479,10,0.2
530,10,0.2
547,10,0.2
563,10,0.2
578,10,0.2
731,10,0.2
732,10,0.2
744,10,0.2
762,10,0.2
772,10,0.2
783,10,0.2
894,10,0.2
918,10,0.2
941,10,0.2
945,10,0.2
1005,10,0.2
1012,10,0.2
1022,10,0.2
1126,10,0.2
1139,10,0.2
1153,10,0.2
1164,10,0.2
1174,10,0.2
62,10,0.1
231,10,0.1
271,10,0.1
378,10,0.1
501,10,0.1
603,10,0.1
682,10,0.1
1205,10,0.1
1118,9,0.8888888888888888
96,9,0.6666666666666666
1084,9,0.6666666666666666
1145,9,0.6666666666666666
18,9,0.5555555555555556
137,9,0.5555555555555556
403,9,0.5555555555555556
412,9,0.5555555555555556
451,9,0.5555555555555556
944,9,0.5555555555555556
1029,9,0.5555555555555556
1038,9,0.5555555555555556
1127,9,0.5555555555555556
1154,9,0.5555555555555556
216,9,0.4444444444444444
812,9,0.4444444444444444
1099,9,0.4444444444444444
1136,9,0.4444444444444444
788,9,0.3333333333333333
679,9,0.2222222222222222
347,8,0.75
612,8,0.75
878,8,0.75
934,8,0.75
749,8,0.625
787,8,0.625
140,8,0.5
197,8,0.5
613,8,0.5
854,8,0.5
1186,8,0.5
1189,8,0.5
154,8,0.375
332,8,0.375
362,8,0.375
793,8,0.375
826,8,0.375
112,8,0.25
833,8,0.25
506,8,0.125
668,7,0.7142857142857143
745,7,0.7142857142857143
975,7,0.7142857142857143
991,7,0.7142857142857143
1017,7,0.7142857142857143
276,7,0.5714285714285714
585,7,0.5714285714285714
609,7,0.5714285714285714
667,7,0.5714285714285714
1001,7,0.5714285714285714
1002,7,0.5714285714285714
1116,7,0.5714285714285714
1140,7,0.5714285714285714
1149,7,0.5714285714285714
1158,7,0.5714285714285714
12,7,0.42857142857142855
132,7,0.42857142857142855
418,7,0.42857142857142855
707,7,0.42857142857142855
753,7,0.42857142857142855
807,7,0.42857142857142855
956,7,0.42857142857142855
978,7,0.42857142857142855
994,7,0.42857142857142855
1014,7,0.42857142857142855
1039,7,0.42857142857142855
1097,7,0.42857142857142855
1112,7,0.42857142857142855
1131,7,0.42857142857142855
98,7,0.2857142857142857
294,7,0.2857142857142857
498,7,0.2857142857142857
627,7,0.2857142857142857
1034,7,0.2857142857142857
1082,7,0.2857142857142857
1122,7,0.2857142857142857
754,7,0.14285714285714285
170,7,0.0
898,6,1.0
946,6,1.0
1068,6,1.0
379,6,0.8333333333333334
993,6,0.8333333333333334
24,6,0.6666666666666666
410,6,0.6666666666666666
508,6,0.6666666666666666
524,6,0.6666666666666666
719,6,0.6666666666666666
843,6,0.6666666666666666
988,6,0.6666666666666666
159,6,0.5
298,6,0.5
509,6,0.5
712,6,0.5
747,6,0.5
977,6,0.5
1054,6,0.5
175,6,0.3333333333333333
343,6,0.3333333333333333
383,6,0.3333333333333333
455,6,0.3333333333333333
610,6,0.16666666666666666
865,6,0.16666666666666666
1016,6,0.16666666666666666
940,6,0.0
1027,5,1.0
267,5,0.8
291,5,0.8
354,5,0.8
1072,5,0.8
56,5,0.6
371,5,0.6
764,5,0.6
846,5,0.6
888,5,0.6
1056,5,0.6
330,5,0.4
363,5,0.4
540,5,0.4
565,5,0.4
593,5,0.4
602,5,0.4
626,5,0.4
705,5,0.4
718,5,0.4
794,5,0.4
177,5,0.2
235,5,0.2
664,5,0.2
695,5,0.2
810,5,0.2
583,4,1.0
642,4,1.0
804,4,1.0
896,4,1.0
1064,4,1.0
19,4,0.75
187,4,0.75
395,4,0.75
556,4,0.75
717,4,0.75
848,4,0.75
962,4,0.75
1031,4,0.75
1103,4,0.75
1175,4,0.75
25,4,0.5
82,4,0.5
297,4,0.5
326,4,0.5
400,4,0.5
447,4,0.5
468,4,0.5
485,4,0.5
494,4,0.5
516,4,0.5
598,4,0.5
608,4,0.5
647,4,0.5
675,4,0.5
782,4,0.5
790,4,0.5
797,4,0.5
806,4,0.5
818,4,0.5
827,4,0.5
832,4,0.5
866,4,0.5
899,4,0.5
926,4,0.5
1030,4,0.5
1045,4,0.5
1179,4,0.5
51,4,0.25
194,4,0.25
327,4,0.25
620,4,0.25
644,4,0.25
650,4,0.25
687,4,0.25
729,4,0.25
1088,4,0.25
1167,4,0.25
1185,4,0.25
677,4,0.0
795,4,0.0
808,4,0.0
842,4,0.0
1042,3,1.0
242,3,0.6666666666666666
408,3,0.6666666666666666
416,3,0.6666666666666666
441,3,0.6666666666666666
722,3,0.6666666666666666
724,3,0.6666666666666666
730,3,0.6666666666666666
796,3,0.6666666666666666
802,3,0.6666666666666666
844,3,0.6666666666666666
909,3,0.6666666666666666
913,3,0.6666666666666666
955,3,0.6666666666666666
961,3,0.6666666666666666
1033,3,0.6666666666666666
1043,3,0.6666666666666666
1178,3,0.6666666666666666
4,3,0.3333333333333333
65,3,0.3333333333333333
79,3,0.3333333333333333
108,3,0.3333333333333333
263,3,0.3333333333333333
350,3,0.3333333333333333
497,3,0.3333333333333333
502,3,0.3333333333333333
694,3,0.3333333333333333
721,3,0.3333333333333333
723,3,0.3333333333333333
738,3,0.3333333333333333
769,3,0.3333333333333333
792,3,0.3333333333333333
816,3,0.3333333333333333
823,3,0.3333333333333333
852,3,0.3333333333333333
965,3,0.3333333333333333
1098,3,0.3333333333333333
1169,3,0.3333333333333333
1182,3,0.3333333333333333
1188,3,0.3333333333333333
59,3,0.0
71,3,0.0
290,3,0.0
481,3,0.0
919,3,0.0
1083,3,0.0
1177,3,0.0
13,2,1.0
27,2,1.0
41,2,1.0
74,2,1.0
93,2,1.0
109,2,1.0
173,2,1.0
426,2,1.0
815,2,1.0
966,2,1.0
1019,2,1.0
1063,2,1.0
1067,2,1.0
10,2,0.5
34,2,0.5
50,2,0.5
67,2,0.5
120,2,0.5
152,2,0.5
167,2,0.5
174,2,0.5
178,2,0.5
220,2,0.5
328,2,0.5
432,2,0.5
553,2,0.5
634,2,0.5
704,2,0.5
728,2,0.5
779,2,0.5
809,2,0.5
829,2,0.5
890,2,0.5
897,2,0.5
950,2,0.5
980,2,0.5
995,2,0.5
1036,2,0.5
1041,2,0.5
1044,2,0.5
1055,2,0.5
1065,2,0.5
1066,2,0.5
1070,2,0.5
1076,2,0.5
1085,2,0.5
1091,2,0.5
1100,2,0.5
1106,2,0.5
1113,2,0.5
1114,2,0.5
1117,2,0.5
72,2,0.0
138,2,0.0
172,2,0.0
211,2,0.0
359,2,0.0
670,2,0.0
870,2,0.0
914,2,0.0
938,2,0.0
969,2,0.0
1004,2,0.0
1061,2,0.0
37,1,1.0
88,1,1.0
99,1,1.0
103,1,1.0
116,1,1.0
135,1,1.0
196,1,1.0
279,1,1.0
313,1,1.0
381,1,1.0
504,1,1.0
519,1,1.0
534,1,1.0
546,1,1.0
577,1,1.0
600,1,1.0
756,1,1.0
760,1,1.0
767,1,1.0
775,1,1.0
781,1,1.0
830,1,1.0
835,1,1.0
850,1,1.0
900,1,1.0
907,1,1.0
930,1,1.0
959,1,1.0
1053,1,1.0
1059,1,1.0
1080,1,1.0
1087,1,1.0
1102,1,1.0
1110,1,1.0
1133,1,1.0
1151,1,1.0
1160,1,1.0
1193,1,1.0
1201,1,1.0
26,1,0.0
32,1,0.0
55,1,0.0
107,1,0.0
146,1,0.0
151,1,0.0
188,1,0.0
215,1,0.0
365,1,0.0
376,1,0.0
390,1,0.0
391,1,0.0
439,1,0.0
471,1,0.0
512,1,0.0
521,1,0.0
539,1,0.0
543,1,0.0
560,1,0.0
696,1,0.0
770,1,0.0
771,1,0.0
834,1,0.0
837,1,0.0
840,1,0.0
845,1,0.0
849,1,0.0
853,1,0.0
856,1,0.0
895,1,0.0
901,1,0.0
912,1,0.0
932,1,0.0
936,1,0.0
939,1,0.0
958,1,0.0
1026,1,0.0
1046,1,0.0
1095,1,0.0
1124,1,0.0
1142,1,0.0
1209,1,0.0
1217,1,0.0
1225,1,0.0
